,pclass,survived,age,Siblings and Spouses Aboard,Parents and Children Aboard,fare,embarked,cabin_letter,is_male,Total Family Aboard
712,3.0,0.0,24.0,0.0,0.0,8.05,Southampton,,1,0.0
713,3.0,0.0,21.0,0.0,0.0,7.7333,Queenstown,,1,0.0
714,3.0,1.0,32.0,0.0,0.0,56.4958,Southampton,,1,0.0
715,3.0,0.0,29.0,0.0,0.0,8.05,Southampton,,1,0.0
716,3.0,0.0,26.0,1.0,0.0,14.4542,Cherbourg,,1,1.0
717,3.0,0.0,18.0,1.0,0.0,14.4542,Cherbourg,,1,1.0
718,3.0,0.0,20.0,0.0,0.0,7.05,Southampton,,1,0.0
719,3.0,1.0,18.0,0.0,0.0,8.05,Southampton,,1,0.0
720,3.0,0.0,24.0,0.0,0.0,7.25,Queenstown,,1,0.0
721,3.0,0.0,36.0,0.0,0.0,7.4958,Southampton,,1,0.0
722,3.0,0.0,24.0,0.0,0.0,7.4958,Southampton,,1,0.0
723,3.0,0.0,31.0,0.0,0.0,7.7333,Queenstown,,1,0.0
724,3.0,0.0,31.0,0.0,0.0,7.75,Queenstown,,1,0.0
725,3.0,1.0,22.0,0.0,0.0,7.75,Queenstown,,0,0.0
726,3.0,0.0,30.0,0.0,0.0,7.6292,Queenstown,,0,0.0
727,3.0,0.0,70.5,0.0,0.0,7.75,Queenstown,,1,0.0
728,3.0,0.0,43.0,0.0,0.0,8.05,Southampton,,1,0.0
729,3.0,0.0,35.0,0.0,0.0,7.8958,Southampton,,1,0.0
730,3.0,0.0,27.0,0.0,0.0,7.8958,Southampton,,1,0.0
731,3.0,0.0,19.0,0.0,0.0,7.8958,Southampton,,1,0.0
732,3.0,0.0,30.0,0.0,0.0,8.05,Southampton,,1,0.0
733,3.0,1.0,9.0,1.0,1.0,15.9,Southampton,,1,2.0
734,3.0,1.0,3.0,1.0,1.0,15.9,Southampton,,1,2.0
735,3.0,1.0,36.0,0.0,2.0,15.9,Southampton,,0,2.0
736,3.0,0.0,59.0,0.0,0.0,7.25,Southampton,,1,0.0
737,3.0,0.0,19.0,0.0,0.0,8.1583,Southampton,,1,0.0
738,3.0,1.0,17.0,0.0,1.0,16.1,Southampton,,0,1.0
739,3.0,0.0,44.0,0.0,1.0,16.1,Southampton,,1,1.0
740,3.0,0.0,17.0,0.0,0.0,8.6625,Southampton,,1,0.0
741,3.0,0.0,22.5,0.0,0.0,7.225,Cherbourg,,1,0.0
742,3.0,1.0,45.0,0.0,0.0,8.05,Southampton,,1,0.0
743,3.0,0.0,22.0,0.0,0.0,10.5167,Southampton,,0,0.0
744,3.0,0.0,19.0,0.0,0.0,10.1708,Southampton,,1,0.0
745,3.0,1.0,30.0,0.0,0.0,6.95,Queenstown,,0,0.0
746,3.0,1.0,29.0,0.0,0.0,7.75,Queenstown,,1,0.0
747,3.0,0.0,0.3333,0.0,2.0,14.4,Southampton,,1,2.0
748,3.0,0.0,34.0,1.0,1.0,14.4,Southampton,,1,2.0
749,3.0,0.0,28.0,1.0,1.0,14.4,Southampton,,0,2.0
750,3.0,0.0,27.0,0.0,0.0,7.8958,Southampton,,1,0.0
751,3.0,0.0,25.0,0.0,0.0,7.8958,Southampton,,1,0.0
752,3.0,0.0,24.0,2.0,0.0,24.15,Southampton,,1,2.0
753,3.0,0.0,22.0,0.0,0.0,8.05,Southampton,,1,0.0
754,3.0,0.0,21.0,2.0,0.0,24.15,Southampton,,1,2.0
755,3.0,0.0,17.0,2.0,0.0,8.05,Southampton,,1,2.0
756,3.0,0.0,,1.0,0.0,16.1,Southampton,,1,1.0
757,3.0,1.0,,1.0,0.0,16.1,Southampton,,0,1.0
758,3.0,1.0,36.5,1.0,0.0,17.4,Southampton,,1,1.0
759,3.0,1.0,36.0,1.0,0.0,17.4,Southampton,,0,1.0
760,3.0,1.0,30.0,0.0,0.0,9.5,Southampton,,1,0.0
761,3.0,0.0,16.0,0.0,0.0,9.5,Southampton,,1,0.0
762,3.0,1.0,1.0,1.0,2.0,20.575,Southampton,,1,3.0
763,3.0,1.0,0.1667,1.0,2.0,20.575,Southampton,,0,3.0
764,3.0,0.0,26.0,1.0,2.0,20.575,Southampton,,1,3.0
765,3.0,1.0,33.0,1.0,2.0,20.575,Southampton,,0,3.0
766,3.0,0.0,25.0,0.0,0.0,7.8958,Southampton,,1,0.0
767,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
768,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
769,3.0,0.0,22.0,0.0,0.0,7.25,Southampton,,1,0.0
770,3.0,0.0,36.0,0.0,0.0,7.25,Southampton,,1,0.0
771,3.0,1.0,19.0,0.0,0.0,7.8792,Queenstown,,0,0.0
772,3.0,0.0,17.0,0.0,0.0,7.8958,Southampton,,1,0.0
773,3.0,0.0,42.0,0.0,0.0,8.6625,Southampton,,1,0.0
774,3.0,0.0,43.0,0.0,0.0,7.8958,Southampton,,1,0.0
775,3.0,0.0,,0.0,0.0,7.2292,Cherbourg,,1,0.0
776,3.0,0.0,32.0,0.0,0.0,7.75,Queenstown,,1,0.0
777,3.0,1.0,19.0,0.0,0.0,8.05,Southampton,,1,0.0
778,3.0,1.0,30.0,0.0,0.0,12.475,Southampton,,0,0.0
779,3.0,0.0,24.0,0.0,0.0,7.75,Queenstown,,0,0.0
780,3.0,1.0,23.0,0.0,0.0,8.05,Southampton,,0,0.0
781,3.0,0.0,33.0,0.0,0.0,7.8958,Cherbourg,,1,0.0
782,3.0,0.0,65.0,0.0,0.0,7.75,Queenstown,,1,0.0
783,3.0,1.0,24.0,0.0,0.0,7.55,Southampton,,1,0.0
784,3.0,0.0,23.0,1.0,0.0,13.9,Southampton,,1,1.0
785,3.0,1.0,22.0,1.0,0.0,13.9,Southampton,,0,1.0
786,3.0,0.0,18.0,0.0,0.0,7.775,Southampton,,1,0.0
787,3.0,0.0,16.0,0.0,0.0,7.775,Southampton,,1,0.0
788,3.0,0.0,45.0,0.0,0.0,6.975,Southampton,,1,0.0
789,3.0,0.0,,0.0,0.0,7.225,Cherbourg,,1,0.0
790,3.0,0.0,39.0,0.0,2.0,7.2292,Cherbourg,,1,2.0
791,3.0,0.0,17.0,1.0,1.0,7.2292,Cherbourg,,1,2.0
792,3.0,0.0,15.0,1.0,1.0,7.2292,Cherbourg,,1,2.0
793,3.0,0.0,47.0,0.0,0.0,7.25,Southampton,,1,0.0
794,3.0,1.0,5.0,0.0,0.0,12.475,Southampton,,0,0.0
795,3.0,0.0,,0.0,0.0,7.225,Cherbourg,,1,0.0
796,3.0,0.0,40.5,0.0,0.0,15.1,Southampton,,1,0.0
797,3.0,0.0,40.5,0.0,0.0,7.75,Queenstown,,1,0.0
798,3.0,1.0,,0.0,0.0,7.05,Southampton,,1,0.0
799,3.0,0.0,18.0,0.0,0.0,7.7958,Southampton,,1,0.0
800,3.0,0.0,,0.0,0.0,7.75,Queenstown,,0,0.0
801,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
802,3.0,0.0,,0.0,0.0,6.95,Queenstown,,1,0.0
803,3.0,0.0,26.0,0.0,0.0,7.8792,Queenstown,,1,0.0
804,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
805,3.0,1.0,,0.0,0.0,56.4958,Southampton,,1,0.0
806,3.0,0.0,21.0,2.0,2.0,34.375,Southampton,,0,4.0
807,3.0,0.0,9.0,2.0,2.0,34.375,Southampton,,0,4.0
808,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
809,3.0,0.0,18.0,2.0,2.0,34.375,Southampton,,1,4.0
810,3.0,0.0,16.0,1.0,3.0,34.375,Southampton,,1,4.0
811,3.0,0.0,48.0,1.0,3.0,34.375,Southampton,,0,4.0
812,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
813,3.0,0.0,,0.0,0.0,7.25,Southampton,,1,0.0
814,3.0,0.0,25.0,0.0,0.0,7.7417,Queenstown,,1,0.0
815,3.0,0.0,,0.0,0.0,14.5,Southampton,,1,0.0
816,3.0,0.0,,0.0,0.0,7.8958,Cherbourg,,1,0.0
817,3.0,0.0,22.0,0.0,0.0,8.05,Southampton,,1,0.0
818,3.0,1.0,16.0,0.0,0.0,7.7333,Queenstown,,0,0.0
819,3.0,1.0,,0.0,0.0,7.75,Queenstown,,0,0.0
820,3.0,1.0,9.0,0.0,2.0,20.525,Southampton,,1,2.0
821,3.0,0.0,33.0,1.0,1.0,20.525,Southampton,,1,2.0
822,3.0,0.0,41.0,0.0,0.0,7.85,Southampton,,1,0.0
823,3.0,1.0,31.0,1.0,1.0,20.525,Southampton,,0,2.0
824,3.0,0.0,38.0,0.0,0.0,7.05,Southampton,,1,0.0
825,3.0,0.0,9.0,5.0,2.0,46.9,Southampton,,1,7.0
826,3.0,0.0,1.0,5.0,2.0,46.9,Southampton,,1,7.0
827,3.0,0.0,11.0,5.0,2.0,46.9,Southampton,,1,7.0
828,3.0,0.0,10.0,5.0,2.0,46.9,Southampton,,0,7.0
829,3.0,0.0,16.0,5.0,2.0,46.9,Southampton,,0,7.0
830,3.0,0.0,14.0,5.0,2.0,46.9,Southampton,,1,7.0
831,3.0,0.0,40.0,1.0,6.0,46.9,Southampton,,1,7.0
832,3.0,0.0,43.0,1.0,6.0,46.9,Southampton,,0,7.0
833,3.0,0.0,51.0,0.0,0.0,8.05,Southampton,,1,0.0
834,3.0,0.0,32.0,0.0,0.0,8.3625,Southampton,,1,0.0
835,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
836,3.0,0.0,20.0,0.0,0.0,9.8458,Southampton,,1,0.0
837,3.0,0.0,37.0,2.0,0.0,7.925,Southampton,,1,2.0
838,3.0,0.0,28.0,2.0,0.0,7.925,Southampton,,1,2.0
839,3.0,0.0,19.0,0.0,0.0,7.775,Southampton,,1,0.0
840,3.0,0.0,24.0,0.0,0.0,8.85,Southampton,,0,0.0
841,3.0,0.0,17.0,0.0,0.0,7.7333,Queenstown,,0,0.0
842,3.0,0.0,,1.0,0.0,19.9667,Southampton,,1,1.0
843,3.0,0.0,,1.0,0.0,19.9667,Southampton,,1,1.0
844,3.0,0.0,28.0,1.0,0.0,15.85,Southampton,,1,1.0
845,3.0,1.0,24.0,1.0,0.0,15.85,Southampton,,0,1.0
846,3.0,0.0,20.0,0.0,0.0,9.5,Southampton,,1,0.0
847,3.0,0.0,23.5,0.0,0.0,7.2292,Cherbourg,,1,0.0
848,3.0,0.0,41.0,2.0,0.0,14.1083,Southampton,,1,2.0
849,3.0,0.0,26.0,1.0,0.0,7.8542,Southampton,,1,1.0
850,3.0,0.0,21.0,0.0,0.0,7.8542,Southampton,,1,0.0
851,3.0,1.0,45.0,1.0,0.0,14.1083,Southampton,,0,1.0
852,3.0,0.0,,0.0,0.0,7.55,Southampton,,0,0.0
853,3.0,0.0,25.0,0.0,0.0,7.25,Southampton,,1,0.0
854,3.0,0.0,,0.0,0.0,6.8583,Queenstown,,1,0.0
855,3.0,0.0,11.0,0.0,0.0,18.7875,Cherbourg,,1,0.0
856,3.0,1.0,,0.0,0.0,7.75,Queenstown,,0,0.0
857,3.0,1.0,27.0,0.0,0.0,6.975,Southampton,,1,0.0
858,3.0,1.0,,0.0,0.0,56.4958,Southampton,,1,0.0
859,3.0,0.0,18.0,0.0,0.0,6.75,Queenstown,,0,0.0
860,3.0,1.0,26.0,0.0,0.0,7.925,Southampton,,0,0.0
861,3.0,0.0,23.0,0.0,0.0,7.925,Southampton,,0,0.0
862,3.0,1.0,22.0,0.0,0.0,8.9625,Southampton,,0,0.0
863,3.0,0.0,28.0,0.0,0.0,7.8958,Southampton,,1,0.0
864,3.0,0.0,28.0,0.0,0.0,7.775,Southampton,,0,0.0
865,3.0,0.0,,0.0,0.0,7.75,Queenstown,,0,0.0
866,3.0,1.0,2.0,0.0,1.0,12.2875,Southampton,,0,1.0
867,3.0,1.0,22.0,1.0,1.0,12.2875,Southampton,,0,2.0
868,3.0,0.0,43.0,0.0,0.0,6.45,Southampton,,1,0.0
869,3.0,0.0,28.0,0.0,0.0,22.525,Southampton,,1,0.0
870,3.0,1.0,27.0,0.0,0.0,7.925,Southampton,,0,0.0
871,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
872,3.0,1.0,,0.0,0.0,8.05,Southampton,,0,0.0
873,3.0,0.0,42.0,0.0,0.0,7.65,Southampton,F,1,0.0
874,3.0,1.0,,0.0,0.0,7.8875,Southampton,,1,0.0
875,3.0,0.0,30.0,0.0,0.0,7.2292,Cherbourg,,1,0.0
876,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
877,3.0,0.0,27.0,1.0,0.0,7.925,Southampton,,0,1.0
878,3.0,0.0,25.0,1.0,0.0,7.925,Southampton,,0,1.0
879,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
880,3.0,1.0,29.0,0.0,0.0,7.8958,Cherbourg,,1,0.0
881,3.0,1.0,21.0,0.0,0.0,7.7958,Southampton,,1,0.0
882,3.0,0.0,,0.0,0.0,7.05,Southampton,,1,0.0
883,3.0,0.0,20.0,0.0,0.0,7.8542,Southampton,,1,0.0
884,3.0,0.0,48.0,0.0,0.0,7.8542,Southampton,,1,0.0
885,3.0,0.0,17.0,1.0,0.0,7.0542,Southampton,,1,1.0
886,3.0,1.0,,0.0,0.0,7.75,Queenstown,,0,0.0
887,3.0,1.0,,0.0,0.0,8.1125,Southampton,,1,0.0
888,3.0,0.0,34.0,0.0,0.0,6.4958,Southampton,,1,0.0
889,3.0,1.0,26.0,0.0,0.0,7.775,Southampton,,1,0.0
890,3.0,0.0,22.0,0.0,0.0,7.7958,Southampton,,1,0.0
891,3.0,0.0,33.0,0.0,0.0,8.6542,Southampton,,1,0.0
892,3.0,0.0,31.0,0.0,0.0,7.775,Southampton,,1,0.0
893,3.0,0.0,29.0,0.0,0.0,7.8542,Southampton,,1,0.0
894,3.0,1.0,4.0,1.0,1.0,11.1333,Southampton,,1,2.0
895,3.0,1.0,1.0,1.0,1.0,11.1333,Southampton,,0,2.0
896,3.0,0.0,49.0,0.0,0.0,0.0,Southampton,,1,0.0
897,3.0,0.0,33.0,0.0,0.0,7.775,Southampton,,1,0.0
898,3.0,0.0,19.0,0.0,0.0,0.0,Southampton,,1,0.0
899,3.0,1.0,27.0,0.0,2.0,11.1333,Southampton,,0,2.0
900,3.0,0.0,,1.0,2.0,23.45,Southampton,,1,3.0
901,3.0,0.0,,1.0,2.0,23.45,Southampton,,0,3.0
902,3.0,0.0,,1.0,2.0,23.45,Southampton,,1,3.0
903,3.0,0.0,,1.0,2.0,23.45,Southampton,,0,3.0
904,3.0,0.0,23.0,0.0,0.0,7.8958,Southampton,,1,0.0
905,3.0,1.0,32.0,0.0,0.0,7.8542,Southampton,,1,0.0
906,3.0,0.0,27.0,0.0,0.0,7.8542,Southampton,,1,0.0
907,3.0,0.0,20.0,1.0,0.0,9.825,Southampton,,0,1.0
908,3.0,0.0,21.0,1.0,0.0,9.825,Southampton,,0,1.0
909,3.0,1.0,32.0,0.0,0.0,7.925,Southampton,,1,0.0
910,3.0,0.0,17.0,0.0,0.0,7.125,Southampton,,1,0.0
911,3.0,0.0,21.0,0.0,0.0,8.4333,Southampton,,1,0.0
912,3.0,0.0,30.0,0.0,0.0,7.8958,Southampton,,1,0.0
913,3.0,1.0,21.0,0.0,0.0,7.7958,Southampton,,1,0.0
914,3.0,0.0,33.0,0.0,0.0,7.8542,Southampton,,1,0.0
915,3.0,0.0,22.0,0.0,0.0,7.5208,Southampton,,1,0.0
916,3.0,1.0,4.0,0.0,1.0,13.4167,Cherbourg,,0,1.0
917,3.0,1.0,39.0,0.0,1.0,13.4167,Cherbourg,,1,1.0
918,3.0,0.0,,0.0,0.0,7.2292,Cherbourg,,1,0.0
919,3.0,0.0,18.5,0.0,0.0,7.2292,Cherbourg,,1,0.0
920,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
921,3.0,0.0,,0.0,0.0,7.25,Southampton,,1,0.0
922,3.0,1.0,,0.0,0.0,7.75,Queenstown,,0,0.0
923,3.0,1.0,,0.0,0.0,7.75,Queenstown,,0,0.0
924,3.0,0.0,34.5,0.0,0.0,7.8292,Queenstown,,1,0.0
925,3.0,0.0,44.0,0.0,0.0,8.05,Southampton,,1,0.0
926,3.0,1.0,,0.0,0.0,7.75,Queenstown,,1,0.0
927,3.0,0.0,,1.0,0.0,14.4542,Cherbourg,,1,1.0
928,3.0,0.0,,1.0,0.0,14.4542,Cherbourg,,0,1.0
929,3.0,0.0,,1.0,0.0,7.75,Queenstown,,1,1.0
930,3.0,0.0,,1.0,0.0,7.75,Queenstown,,1,1.0
931,3.0,0.0,,0.0,0.0,7.7375,Queenstown,,1,0.0
932,3.0,0.0,22.0,2.0,0.0,8.6625,Southampton,,0,2.0
933,3.0,0.0,26.0,2.0,0.0,8.6625,Southampton,,1,2.0
934,3.0,1.0,4.0,0.0,2.0,22.025,Southampton,,0,2.0
935,3.0,1.0,29.0,3.0,1.0,22.025,Southampton,,1,4.0
936,3.0,1.0,26.0,1.0,1.0,22.025,Southampton,,0,2.0
937,3.0,0.0,1.0,1.0,1.0,12.1833,Southampton,,0,2.0
938,3.0,0.0,18.0,1.0,1.0,7.8542,Southampton,,1,2.0
939,3.0,0.0,36.0,0.0,2.0,12.1833,Southampton,,0,2.0
940,3.0,0.0,,0.0,0.0,7.8958,Cherbourg,,1,0.0
941,3.0,1.0,25.0,0.0,0.0,7.2292,Cherbourg,F,1,0.0
942,3.0,0.0,,0.0,0.0,7.225,Cherbourg,,1,0.0
943,3.0,0.0,37.0,0.0,0.0,9.5875,Southampton,,0,0.0
944,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
945,3.0,1.0,,0.0,0.0,56.4958,Southampton,,1,0.0
946,3.0,0.0,,0.0,0.0,56.4958,Southampton,,1,0.0
947,3.0,1.0,22.0,0.0,0.0,7.25,Southampton,,0,0.0
948,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
949,3.0,1.0,26.0,0.0,0.0,56.4958,Southampton,,1,0.0
950,3.0,0.0,29.0,0.0,0.0,9.4833,Southampton,,1,0.0
951,3.0,0.0,29.0,0.0,0.0,7.775,Southampton,,1,0.0
952,3.0,0.0,22.0,0.0,0.0,7.775,Southampton,,1,0.0
953,3.0,1.0,22.0,0.0,0.0,7.225,Cherbourg,,1,0.0
954,3.0,0.0,,3.0,1.0,25.4667,Southampton,,1,4.0
955,3.0,0.0,,3.0,1.0,25.4667,Southampton,,0,4.0
956,3.0,0.0,,3.0,1.0,25.4667,Southampton,,0,4.0
957,3.0,0.0,,3.0,1.0,25.4667,Southampton,,0,4.0
958,3.0,0.0,,0.0,4.0,25.4667,Southampton,,0,4.0
959,3.0,0.0,32.0,0.0,0.0,7.925,Southampton,,1,0.0
960,3.0,0.0,34.5,0.0,0.0,6.4375,Cherbourg,,1,0.0
961,3.0,0.0,,1.0,0.0,15.5,Queenstown,,0,1.0
962,3.0,0.0,,1.0,0.0,15.5,Queenstown,,1,1.0
963,3.0,0.0,36.0,0.0,0.0,0.0,Southampton,,1,0.0
964,3.0,0.0,39.0,0.0,0.0,24.15,Southampton,,1,0.0
965,3.0,0.0,24.0,0.0,0.0,9.5,Southampton,,1,0.0
966,3.0,0.0,25.0,0.0,0.0,7.775,Southampton,,0,0.0
967,3.0,0.0,45.0,0.0,0.0,7.75,Southampton,,0,0.0
968,3.0,0.0,36.0,1.0,0.0,15.55,Southampton,,1,1.0
969,3.0,0.0,30.0,1.0,0.0,15.55,Southampton,,0,1.0
970,3.0,1.0,20.0,1.0,0.0,7.925,Southampton,,1,1.0
971,3.0,0.0,,0.0,0.0,7.8792,Queenstown,,1,0.0
972,3.0,0.0,28.0,0.0,0.0,56.4958,Southampton,,1,0.0
973,3.0,0.0,,0.0,0.0,7.55,Southampton,,1,0.0
974,3.0,0.0,30.0,1.0,0.0,16.1,Southampton,,1,1.0
975,3.0,0.0,26.0,1.0,0.0,16.1,Southampton,,0,1.0
976,3.0,0.0,,0.0,0.0,7.8792,Southampton,,1,0.0
977,3.0,0.0,20.5,0.0,0.0,7.25,Southampton,,1,0.0
978,3.0,1.0,27.0,0.0,0.0,8.6625,Southampton,,1,0.0
979,3.0,0.0,51.0,0.0,0.0,7.0542,Southampton,,1,0.0
980,3.0,1.0,23.0,0.0,0.0,7.8542,Southampton,,0,0.0
981,3.0,1.0,32.0,0.0,0.0,7.5792,Southampton,,1,0.0
982,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
983,3.0,0.0,,0.0,0.0,7.55,Southampton,,1,0.0
984,3.0,1.0,,0.0,0.0,7.75,Queenstown,,0,0.0
985,3.0,1.0,24.0,0.0,0.0,7.1417,Southampton,,1,0.0
986,3.0,0.0,22.0,0.0,0.0,7.125,Southampton,,1,0.0
987,3.0,0.0,,0.0,0.0,7.8792,Queenstown,,0,0.0
988,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
989,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
990,3.0,0.0,29.0,0.0,0.0,7.925,Southampton,,1,0.0
991,3.0,1.0,,0.0,0.0,7.2292,Cherbourg,,1,0.0
992,3.0,0.0,30.5,0.0,0.0,7.75,Queenstown,,0,0.0
993,3.0,1.0,,0.0,0.0,7.7375,Queenstown,,0,0.0
994,3.0,0.0,,0.0,0.0,7.2292,Cherbourg,F,1,0.0
995,3.0,0.0,35.0,0.0,0.0,7.8958,Cherbourg,,1,0.0
996,3.0,0.0,33.0,0.0,0.0,7.8958,Southampton,,1,0.0
997,3.0,1.0,,0.0,0.0,7.225,Cherbourg,,0,0.0
998,3.0,0.0,,0.0,0.0,7.8958,Cherbourg,,1,0.0
999,3.0,1.0,,0.0,0.0,7.75,Queenstown,,0,0.0
1000,3.0,1.0,,0.0,0.0,7.75,Queenstown,,1,0.0
1001,3.0,1.0,,2.0,0.0,23.25,Queenstown,,0,2.0
1002,3.0,1.0,,2.0,0.0,23.25,Queenstown,,0,2.0
1003,3.0,1.0,,2.0,0.0,23.25,Queenstown,,1,2.0
1004,3.0,1.0,,0.0,0.0,7.7875,Queenstown,,0,0.0
1005,3.0,0.0,,0.0,0.0,15.5,Queenstown,,1,0.0
1006,3.0,1.0,,0.0,0.0,7.8792,Queenstown,,0,0.0
1007,3.0,1.0,15.0,0.0,0.0,8.0292,Queenstown,,0,0.0
1008,3.0,0.0,35.0,0.0,0.0,7.75,Queenstown,,0,0.0
1009,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
1010,3.0,0.0,24.0,1.0,0.0,16.1,Southampton,,1,1.0
1011,3.0,0.0,19.0,1.0,0.0,16.1,Southampton,,0,1.0
1012,3.0,0.0,,0.0,0.0,7.75,Queenstown,,0,0.0
1013,3.0,0.0,,0.0,0.0,8.05,Southampton,,0,0.0
1014,3.0,0.0,,0.0,0.0,8.05,Southampton,,0,0.0
1015,3.0,0.0,55.5,0.0,0.0,8.05,Southampton,,1,0.0
1016,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
1017,3.0,1.0,21.0,0.0,0.0,7.775,Southampton,,1,0.0
1018,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1019,3.0,0.0,24.0,0.0,0.0,7.8958,Southampton,,1,0.0
1020,3.0,0.0,21.0,0.0,0.0,7.8958,Southampton,,1,0.0
1021,3.0,0.0,28.0,0.0,0.0,7.8958,Southampton,,1,0.0
1022,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
1023,3.0,1.0,,0.0,0.0,7.8792,Queenstown,,0,0.0
1024,3.0,0.0,25.0,0.0,0.0,7.65,Southampton,F,1,0.0
1025,3.0,1.0,6.0,0.0,1.0,12.475,Southampton,E,1,1.0
1026,3.0,1.0,27.0,0.0,1.0,12.475,Southampton,E,0,1.0
1027,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1028,3.0,1.0,,1.0,0.0,24.15,Queenstown,,0,1.0
1029,3.0,0.0,,1.0,0.0,24.15,Queenstown,,1,1.0
1030,3.0,0.0,,0.0,0.0,8.4583,Queenstown,,1,0.0
1031,3.0,0.0,34.0,0.0,0.0,8.05,Southampton,,1,0.0
1032,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
1033,3.0,1.0,,0.0,0.0,7.775,Southampton,,1,0.0
1034,3.0,1.0,,1.0,1.0,15.2458,Cherbourg,,1,2.0
1035,3.0,1.0,,1.0,1.0,15.2458,Cherbourg,,1,2.0
1036,3.0,1.0,,0.0,2.0,15.2458,Cherbourg,,0,2.0
1037,3.0,1.0,,0.0,0.0,7.2292,Cherbourg,,0,0.0
1038,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1039,3.0,1.0,,0.0,0.0,7.7333,Queenstown,,0,0.0
1040,3.0,1.0,24.0,0.0,0.0,7.75,Queenstown,,0,0.0
1041,3.0,0.0,,0.0,0.0,8.05,Southampton,,1,0.0
1042,3.0,1.0,,1.0,0.0,15.5,Queenstown,,0,1.0
1043,3.0,1.0,,1.0,0.0,15.5,Queenstown,,0,1.0
1044,3.0,1.0,,0.0,0.0,15.5,Queenstown,,0,0.0
1045,3.0,0.0,18.0,0.0,0.0,7.75,Southampton,,1,0.0
1046,3.0,0.0,22.0,0.0,0.0,7.8958,Southampton,,1,0.0
1047,3.0,1.0,15.0,0.0,0.0,7.225,Cherbourg,,0,0.0
1048,3.0,1.0,1.0,0.0,2.0,15.7417,Cherbourg,,0,2.0
1049,3.0,1.0,20.0,1.0,1.0,15.7417,Cherbourg,,1,2.0
1050,3.0,1.0,19.0,1.0,1.0,15.7417,Cherbourg,,0,2.0
1051,3.0,0.0,33.0,0.0,0.0,8.05,Southampton,,1,0.0
1052,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
1053,3.0,0.0,,0.0,0.0,7.2292,Cherbourg,,1,0.0
1054,3.0,0.0,,0.0,0.0,7.75,Queenstown,,0,0.0
1055,3.0,0.0,,0.0,0.0,7.8958,Southampton,,1,0.0
1056,3.0,1.0,12.0,1.0,0.0,11.2417,Cherbourg,,1,1.0
1057,3.0,1.0,14.0,1.0,0.0,11.2417,Cherbourg,,0,1.0
1058,3.0,0.0,29.0,0.0,0.0,7.925,Southampton,,0,0.0
1059,3.0,0.0,28.0,0.0,0.0,8.05,Southampton,,1,0.0
1060,3.0,1.0,18.0,0.0,0.0,7.775,Southampton,,0,0.0
1061,3.0,1.0,26.0,0.0,0.0,7.8542,Southampton,,0,0.0
1062,3.0,0.0,21.0,0.0,0.0,7.8542,Southampton,,1,0.0
1063,3.0,0.0,41.0,0.0,0.0,7.125,Southampton,,1,0.0
1064,3.0,1.0,39.0,0.0,0.0,7.925,Southampton,,1,0.0
1065,3.0,0.0,21.0,0.0,0.0,7.8,Southampton,,1,0.0
1066,3.0,0.0,28.5,0.0,0.0,7.2292,Cherbourg,,1,0.0
1067,3.0,1.0,22.0,0.0,0.0,7.75,Southampton,,0,0.0
1068,3.0,0.0,61.0,0.0,0.0,6.2375,Southampton,,1,0.0
1069,3.0,0.0,,1.0,0.0,15.5,Queenstown,,1,1.0
1070,3.0,0.0,,0.0,0.0,7.8292,Queenstown,,1,0.0
1071,3.0,1.0,,1.0,0.0,15.5,Queenstown,,0,1.0
1072,3.0,0.0,,0.0,0.0,7.7333,Queenstown,,1,0.0
1073,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
1074,3.0,0.0,,0.0,0.0,7.75,Queenstown,,1,0.0
1075,3.0,0.0,23.0,0.0,0.0,9.225,Southampton,,1,0.0
1076,3.0,0.0,,0.0,0.0,7.75,Queenstown,,0,0.0
